Hawaii Nonprofit Name,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
KAUAI MENTAL HEALTH ADVOCATES,861894669,KAUAI MENTAL HEALTH ADVOCATES,% BEL HEREDIA,5973 LOKELANI RD,KAPAA,HI,96746-7725,0.0,3.0,3.0,2000.0,202109.0,1.0,15.0,0.0,1.0,1.0,202212.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F99,
KAUAI NORTH SHORE COMMUNITY FOUNDATION,460709000,KAUAI NORTH SHORE COMMUNITY FOUNDATION,,PO BOX 223381,PRINCEVILLE,HI,96722-3381,0.0,3.0,3.0,1000.0,201304.0,1.0,15.0,0.0,1.0,1.0,202312.0,5.0,4.0,1.0,0.0,12.0,587107.0,288385.0,288385.0,T31,
KAUAI REGION HEALTHCARE ENTERPRISES,851039176,KAUAI REGION HEALTHCARE ENTERPRISES,,4643 WAIMEA CANYON DRIVE,WAIMEA,HI,96796-0000,0.0,3.0,3.0,1000.0,202110.0,1.0,21.0,0.0,1.0,1.0,202406.0,6.0,7.0,1.0,0.0,6.0,1903685.0,9492008.0,9492008.0,E31,
KAUAI REGION PHARMACY-WEST,854196430,KAUAI REGION PHARMACY-WEST,,4643 WAIMEA CANYON DRIVE,WAIMEA,HI,96796-0000,0.0,3.0,3.0,1000.0,202109.0,1.0,21.0,0.0,1.0,1.0,202406.0,5.0,6.0,1.0,0.0,6.0,863242.0,1762014.0,680756.0,E6A,
KAUAI RURAL HEALTH ASSOCIATION,990310952,KAUAI RURAL HEALTH ASSOCIATION,,PO BOX 533,LIHUE,HI,96766-0533,0.0,3.0,3.0,1000.0,199408.0,1.0,15.0,994205000.0,1.0,1.0,202206.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,P03,
KAUHALE LAHILAHI,900589773,KAUHALE LAHILAHI,% MAKAHA CLUBHOUSE,841170 FARRINGTON HWY SUITE B,WAIANAE,HI,96792-2060,0.0,3.0,3.0,1000.0,201302.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F30,MAKAHA CLUBHOUSE
KAULU I KA PONO ACADEMY,920992263,KAULU I KA PONO ACADEMY,% SHAWN SHIMABUKURO,3-2600 KAUMUALII HWY STE 1300 PMB,LIHUE,HI,96766-2022,0.0,3.0,3.0,1000.0,202212.0,1.0,15.0,0.0,1.0,1.0,202406.0,5.0,3.0,2.0,0.0,6.0,949535.0,47078.0,47078.0,O50,
KAYLAN STRONG'S FIGHT LIKE A WARRIOR FOUNDATION,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
KE KULA NUI O WAIMANALO,823955043,KE KULA NUI O WAIMANALO,% HEIDI ILIMA HO-LASTIMOSA,PO BOX 723,WAIMANALO,HI,96795-0723,0.0,3.0,3.0,1200.0,201804.0,1.0,15.0,0.0,1.0,1.0,202312.0,5.0,5.0,1.0,0.0,12.0,822184.0,809337.0,809337.0,A23,
KE OLA MAMO,990288045,KE OLA MAMO,% JAMES BEIDLEMAN,PO BOX 30665,HONOLULU,HI,96820-0665,0.0,3.0,3.0,1000.0,199509.0,1.0,15.0,320000000.0,1.0,1.0,202309.0,7.0,6.0,1.0,0.0,9.0,6140203.0,3709185.0,3709185.0,Z99Z,
KEALOHA HOU INC,852346814,KEALOHA HOU INC,% RADFORD SAGARANG,2279 AAMANU ST,PEARL CITY,HI,96782-1236,0.0,3.0,3.0,2700.0,202311.0,1.0,16.0,0.0,1.0,1.0,202412.0,1.0,3.0,2.0,0.0,12.0,5573.0,44668.0,44668.0,F60,
KEIKI EDUCATION LIVING INDEPENDENT INSTITUTE,455524466,KEIKI EDUCATION LIVING INDEPENDENT INSTITUTE,% MELODEE HAOLE,91-215 HILUHILU PL,KAPOLEI,HI,96707-1918,0.0,3.0,3.0,1000.0,201311.0,1.0,15.0,0.0,1.0,1.0,202312.0,1.0,1.0,2.0,0.0,12.0,3519.0,7923.0,7923.0,E30,KELII
KEIKI INJURY PREVENTION COALITION- SAFE HAWAI I INCORPORATED,990326937,KEIKI INJURY PREVENTION COALITION- SAFE HAWAI I INCORPORATED,,PO BOX 61954,HONOLULU,HI,96839-1954,0.0,3.0,3.0,1000.0,199601.0,1.0,15.0,994123000.0,1.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,104925.0,126227.0,126227.0,A99,
KEITH AND POLLY STEINER FAMILY FOUNDATION,510647371,KEITH AND POLLY STEINER FAMILY FOUNDATION,% KEITH&POLLY STEINER FAMILY F,1164 BISHOP ST STE 905,HONOLULU,HI,96813-2882,0.0,3.0,3.0,1000.0,200802.0,1.0,4.0,0.0,1.0,1.0,202312.0,6.0,5.0,0.0,1.0,12.0,2346339.0,524676.0,,T22,
KENNETH AND DIANE MATSUURA FOUNDATION,264584711,KENNETH AND DIANE MATSUURA FOUNDATION,,803 AINAPO ST,HONOLULU,HI,96825-1048,0.0,3.0,3.0,1000.0,200906.0,1.0,4.0,0.0,1.0,1.0,202312.0,6.0,5.0,0.0,1.0,12.0,2309457.0,629576.0,,T22,
KENNETH AND MYRTLE HAMURA FAMILY FOUNDATION INC,990346133,KENNETH AND MYRTLE HAMURA FAMILY FOUNDATION INC,,1342 HOONA ST,PEARL CITY,HI,96782-1747,0.0,3.0,3.0,1000.0,200010.0,1.0,4.0,0.0,1.0,1.0,202412.0,4.0,3.0,0.0,1.0,12.0,269941.0,29142.0,,T20,
KIDNEY FRIENDS HAWAII INC,841660428,KIDNEY FRIENDS HAWAII INC,% LELAND K W CHANG,1314 S KING ST STE 722,HONOLULU,HI,96814-2076,0.0,3.0,3.0,1000.0,200602.0,1.0,17.0,0.0,1.0,1.0,202406.0,2.0,4.0,1.0,0.0,6.0,17365.0,406199.0,406199.0,E118,
KIDS HURT TOO HAWAII,990353665,KIDS HURT TOO HAWAII,% ANN WILLS,245 N KUKUI ST STE 102,HONOLULU,HI,96817-3921,0.0,3.0,3.0,1000.0,200106.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,5.0,1.0,0.0,12.0,461785.0,582707.0,569072.0,F60,
KINGDOM PATHWAYS,863341109,KINGDOM PATHWAYS,% CARMEN GUZMAN-SIMPLICIANO,86-194 LEIHOKU ST,WAIANAE,HI,96792-5000,0.0,3.0,3.0,2000.0,202108.0,1.0,15.0,0.0,1.0,1.0,202503.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,C30,
KIPUKA HO OLA,861834857,KIPUKA HO OLA,% ALAN HASPE,HC 1 BOX 5231,KEAAU,HI,96749-9513,0.0,3.0,3.0,1000.0,202206.0,1.0,16.0,0.0,5.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,F60,
KLINE-WELSH BEHAVIORAL HEALTH FOUNDATION,990149414,KLINE-WELSH BEHAVIORAL HEALTH FOUNDATION,,PO BOX 3045,HONOLULU,HI,96802-3045,0.0,3.0,3.0,9000.0,196209.0,1.0,15.0,999000000.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,1592122.0,3655449.0,3655449.0,,SAND ISLAND TREATMENT CENTER
KO OLAULOA HEALTH CENTER,731681833,KO OLAULOA HEALTH CENTER,% CARPENTER IRENE PRES,56-119 PUALALEA ST,KAHUKU,HI,96731-2052,0.0,3.0,3.0,1000.0,200405.0,1.0,15.0,0.0,1.0,1.0,202309.0,6.0,7.0,1.0,0.0,9.0,3690865.0,6371276.0,6371276.0,E30,
KOA COMMUNITY CLINIC INC,823004602,KOA COMMUNITY CLINIC INC,,75-5995 KUAKINI HWY STE 213,KAILUA KONA,HI,96740-2120,0.0,3.0,3.0,1000.0,201802.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E99,
KOHALA HOSPITAL CHARITABLE FOUNDATION INC,680512759,KOHALA HOSPITAL CHARITABLE FOUNDATION INC,% DIXIE ADAMS,PO BOX 430,KAPAAU,HI,96755-0430,0.0,3.0,3.0,1000.0,200304.0,1.0,15.0,0.0,1.0,1.0,202306.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,E12,
KOKO HEAD SKEET CLUB,942561244,KOKO HEAD SKEET CLUB,% GLENN K NAKAMURA,98-991 KAHAPILI ST,AIEA,HI,96701-2804,0.0,7.0,3.0,1000.0,197909.0,2.0,0.0,288000000.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,,
KOKUA CARE FOUNDATION,263949096,KOKUA CARE FOUNDATION,% GARNET A GILES,3184 WAIALAE AVENUE,HONOLULU,HI,96816-1559,0.0,3.0,3.0,2000.0,201207.0,1.0,16.0,0.0,1.0,1.0,202312.0,6.0,5.0,1.0,0.0,12.0,2863573.0,728907.0,415104.0,E92,
KOKUA CHIROPRACTIC CLINIC INC,825513519,KOKUA CHIROPRACTIC CLINIC INC,,16-590 OLD VOLCANO RD,KEAAU,HI,96749-8158,0.0,3.0,3.0,1000.0,201806.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E50,
KOKUA KALIHI VALLEY COMPREHENSIVE FAMILY SERVICES,990149797,KOKUA KALIHI VALLEY COMPREHENSIVE FAMILY SERVICES,,2239 N SCHOOL ST,HONOLULU,HI,96819-2539,0.0,3.0,3.0,1000.0,197210.0,1.0,16.0,154155179.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,29519416.0,29255991.0,27894496.0,E70Z,
KONA HOSPITAL AUXILIARY,990259975,KONA HOSPITAL AUXILIARY,,79-1019 HAUKAPILA ST,KEALAKEKUA,HI,96750-7920,0.0,3.0,3.0,1000.0,199310.0,1.0,15.0,320000000.0,5.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,,
KONA HOSPITAL FOUNDATION C-O KONA HOSPITAL,990233964,KONA HOSPITAL FOUNDATION C-O KONA HOSPITAL,,79-1019 HAUKAPILA ST,KEALAKEKUA,HI,96750-7920,0.0,3.0,3.0,1000.0,199010.0,1.0,15.0,602000000.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,4846022.0,1834043.0,1385311.0,E22I,
KUAKINI FOUNDATION,990225067,KUAKINI FOUNDATION,% CFO,347 N KUAKINI ST,HONOLULU,HI,96817-2306,0.0,3.0,3.0,1000.0,198511.0,1.0,15.0,994000000.0,1.0,1.0,202406.0,8.0,7.0,1.0,0.0,6.0,12561462.0,7326230.0,7155649.0,,
KUAKINI HEALTH SYSTEMS,990225140,KUAKINI HEALTH SYSTEMS,% CFO,347 N KUAKINI ST,HONOLULU,HI,96817-2306,0.0,3.0,3.0,1000.0,198511.0,1.0,15.0,995000000.0,1.0,1.0,202406.0,7.0,6.0,1.0,0.0,6.0,5082798.0,2041088.0,2041088.0,E210,
KUAKINI MEDICAL CENTER,990074139,KUAKINI MEDICAL CENTER,% CFO,347 N KUAKINI ST,HONOLULU,HI,96817-2306,0.0,3.0,3.0,1000.0,194509.0,1.0,12.0,150382000.0,1.0,1.0,202406.0,9.0,9.0,1.0,0.0,6.0,168108128.0,177858417.0,167903124.0,E220,
KUAKINI SUPPORT SERVICES INC,990225148,KUAKINI SUPPORT SERVICES INC,% CFO,347 N KUAKINI ST,HONOLULU,HI,96817-2306,0.0,3.0,3.0,1000.0,198705.0,1.0,17.0,154000000.0,1.0,1.0,202406.0,8.0,6.0,1.0,0.0,6.0,11254310.0,2478743.0,2268268.0,E110,
KUKUI INTEGRATIVE MEDICINE,842776565,KUKUI INTEGRATIVE MEDICINE,,PO BOX 312,CAPTAIN COOK,HI,96704-0312,0.0,3.0,3.0,1280.0,201909.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E70,
KULA HOSPITAL AUXILIARY INC,510204419,KULA HOSPITAL AUXILIARY INC,% ALBERTA CANHA,100 KEOKEA PL,KULA,HI,96790-7450,0.0,3.0,3.0,1000.0,197611.0,1.0,16.0,151995000.0,5.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,E22,
KULEANA EDUCATION INC,464669593,KULEANA EDUCATION INC,% DANA KERN,PO BOX 2306,KAILUA KONA,HI,96745-2306,0.0,3.0,3.0,1200.0,201407.0,1.0,11.0,0.0,1.0,1.0,202306.0,5.0,5.0,1.0,0.0,6.0,654009.0,815649.0,815649.0,B99,
KUNIA WATER ASSOCIATION INC,263857266,KUNIA WATER ASSOCIATION INC,% SECOND CITY PROPERTY MANAGEMENT L,PO BOX 700489,KAPOLEI,HI,96709-0489,0.0,12.0,3.0,2000.0,201103.0,2.0,0.0,0.0,1.0,1.0,202412.0,6.0,6.0,1.0,0.0,12.0,1173340.0,1441479.0,1441479.0,Y22,
KVMH AUXILIARY,900316932,KVMH AUXILIARY,,PO BOX 337,WAIMEA,HI,96796-0337,0.0,3.0,3.0,1000.0,200810.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,116164.0,120899.0,65486.0,E112,
KVMH CHARITABLE FOUNDATION INC,311650920,KVMH CHARITABLE FOUNDATION INC,% EXECUTIVE OFFICES,PO BOX 356,WAIMEA,HI,96796-0356,0.0,3.0,3.0,1000.0,199907.0,1.0,15.0,0.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,E12,
KZOO HAWAII FOUNDATION,880680806,KZOO HAWAII FOUNDATION,% DENNIS BUNDA - CMC,2454 S BERETANIA ST STE 203,HONOLULU,HI,96826-1524,0.0,3.0,3.0,1000.0,202203.0,1.0,4.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,12.0,,,,E12,
LA LECHE LEAGUE INTERNATIONAL INC,760742872,LA LECHE LEAGUE INTERNATIONAL INC,% MARI MCCLENNEY,44-114 NANAMOANA ST,KANEOHE,HI,96744-2555,6316.0,3.0,9.0,1200.0,201705.0,1.0,16.0,59120000.0,1.0,1.0,202403.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,E014,LLL CENTRAL OAHU
LET GRACE IN,815201136,LET GRACE IN,% GABRIELLE MARI L I GOUIVEIA,1615 ALA MAHINA PL,HONOLULU,HI,96819-1450,0.0,3.0,3.0,1000.0,201903.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,130548.0,158552.0,149144.0,P46,
LIV PREGNANCY & WOMEN'S WELLNESS,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORERS INTERNATIONAL UNION OF NORTH AMERICA,990082181,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,% PETER GANABAN,1617 PALAMA ST,HONOLULU,HI,96817-3043,121.0,5.0,9.0,3000.0,195708.0,2.0,0.0,263059264.0,5.0,1.0,202312.0,8.0,8.0,1.0,0.0,12.0,23267858.0,20979194.0,5451177.0,,LOCAL 0368
LAHAINA ARTS GUILD,832514478,LAHAINA ARTS GUILD,,PO BOX 11045,LAHAINA,HI,96761-1045,0.0,3.0,3.0,2000.0,201812.0,1.0,15.0,0.0,1.0,1.0,202406.0,2.0,4.0,1.0,0.0,6.0,11017.0,120365.0,120365.0,A20,
LAIOPUA 2020,562638917,LAIOPUA 2020,% CRAIG V KAHUI,PO BOX 1764,KAILUA KONA,HI,96745-1764,0.0,3.0,3.0,1200.0,200709.0,1.0,15.0,0.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,1002667.0,1561794.0,1441474.0,N31,
LAMALAMA KA ULU,862804766,LAMALAMA KA ULU,,PO BOX 831180,PEPEEKEO,HI,96783-1073,0.0,3.0,3.0,1000.0,202401.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,227031.0,380831.0,380831.0,E70,
LANAI COMMUNITY HEALTH CENTER,202509287,LANAI COMMUNITY HEALTH CENTER,% JACKIE WOOLSEY,PO BOX 630142,LANAI CITY,HI,96763-0142,0.0,3.0,3.0,1200.0,200505.0,1.0,15.0,0.0,1.0,1.0,202312.0,6.0,7.0,1.0,0.0,12.0,4540416.0,6950860.0,6616173.0,E80,
LANAI KINAOLE INC,832646549,LANAI KINAOLE INC,,PO BOX 630805,LANAI CITY,HI,96763-0805,0.0,3.0,3.0,1000.0,201812.0,1.0,16.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,285227.0,444946.0,444946.0,E92,
LANAKILA CLUB INC,202314461,LANAKILA CLUB INC,% DARLENE BOTEILHO,1977 MAIN ST,WAILUKU,HI,96793-1706,0.0,3.0,3.0,1000.0,202409.0,1.0,16.0,0.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,F99,
LAPAAU COMMUNITY ACUPUNCTURE,812822359,LAPAAU COMMUNITY ACUPUNCTURE,% WAILUKU COMMUNITY ACUPUNCTURE,33 CENTRAL AVE,WAILUKU,HI,96793-1702,0.0,3.0,3.0,1000.0,201701.0,1.0,12.0,0.0,1.0,1.0,202312.0,2.0,3.0,1.0,0.0,12.0,22811.0,93938.0,93938.0,E32,WAILUKU COMMUNITY ACUPUNCTURE
LAULIMA DATA ALLIANCE,821726643,LAULIMA DATA ALLIANCE,,707 RICHARDS STREET PH2,HONOLULU,HI,96813-4613,0.0,3.0,3.0,1200.0,201909.0,1.0,16.0,0.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,1170886.0,1606209.0,1564659.0,H05,
LAULIMA PACIFIC INC,990321269,LAULIMA PACIFIC INC,% GARY R SHIMABUKURO,1924 KILOHI ST,HONOLULU,HI,96819-2643,0.0,3.0,3.0,1000.0,199609.0,1.0,15.0,994123000.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F21,
LAWRENCE D AND PATRICIA I RODRIGUEZ FOUNDATION,261620785,LAWRENCE D AND PATRICIA I RODRIGUEZ FOUNDATION,% LAWRENCE D RODRIGUEZ,2110 LAUKAHI ST,HONOLULU,HI,96821-2620,0.0,3.0,3.0,1000.0,200806.0,1.0,4.0,0.0,1.0,1.0,202412.0,4.0,3.0,0.0,1.0,12.0,322363.0,59775.0,,T22,
LEGACY OF LIFE HAWAII,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH KAIMANAOLA FOUNDATION,931445750,LEIGH KAIMANAOLA FOUNDATION,% RICHARD ELLIOTT,PO BOX 8872,HONOLULU,HI,96830-0872,0.0,3.0,3.0,1000.0,202306.0,1.0,15.0,0.0,1.0,1.0,202412.0,3.0,4.0,1.0,0.0,12.0,31424.0,117004.0,117004.0,E12,
LEILANI HEALTH,933623177,LEILANI HEALTH,% APRIL FOSTER,815 WANAAO RD,KAILUA,HI,96734-3564,0.0,3.0,3.0,1000.0,202311.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E32,
LELE ALOHA,933497619,LELE ALOHA,% ARCHIE KALEPA,1690 WAHINOHO WAY,LAHAINA,HI,96761-1860,0.0,3.0,3.0,1000.0,202311.0,1.0,15.0,0.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,1123204.0,1161925.0,1161925.0,M11,
LGA FAMILY FOUNDATION,943260209,LGA FAMILY FOUNDATION,% BANK OF HAWAII,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,3.0,3.0,1000.0,199805.0,1.0,4.0,602000000.0,1.0,1.0,202312.0,8.0,5.0,0.0,1.0,12.0,10719172.0,544884.0,,T20Z,
LIFEGUARD CHARITABLE FUND INC,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIFES BRIDGES HAWAII INC,208958857,LIFES BRIDGES HAWAII INC,% LIANA K C SOONG,PO BOX 1965,LIHUE,HI,96766-5965,0.0,3.0,3.0,1000.0,200804.0,1.0,15.0,0.0,1.0,1.0,202212.0,3.0,3.0,2.0,0.0,12.0,39168.0,45738.0,45738.0,P74,
LIN & ELLA WONG FOUNDATION INC,990284508,LIN & ELLA WONG FOUNDATION INC,,1164 BISHOP ST STE 1006,HONOLULU,HI,96813-2861,0.0,3.0,3.0,1000.0,199107.0,1.0,4.0,560000000.0,1.0,1.0,202312.0,5.0,4.0,0.0,1.0,12.0,509079.0,287445.0,,,
LIVING LIFE SOURCE FOUNDATION,451573148,LIVING LIFE SOURCE FOUNDATION,% BRUCE KEAULANI,PO BOX 10367,HONOLULU,HI,96816-0367,0.0,3.0,3.0,1000.0,201206.0,1.0,15.0,0.0,1.0,1.0,202312.0,2.0,3.0,2.0,0.0,12.0,16159.0,26889.0,26889.0,E99,
LIVING WELL NATURAL HEALTH,831337855,LIVING WELL NATURAL HEALTH,% NO,40 KIHALANI PL UNIT 3503,KIHEI,HI,96753-7671,0.0,3.0,3.0,1000.0,201808.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E70,
LOCATIONS FOUNDATION,990267351,LOCATIONS FOUNDATION,,614 KAPAHULU AVENUE 3RD FLOOR,HONOLULU,HI,96815-3891,0.0,3.0,3.0,1000.0,198902.0,1.0,4.0,602000000.0,1.0,1.0,202312.0,6.0,4.0,0.0,1.0,12.0,1085474.0,152385.0,,,
LOKAHI TREATMENT CENTERS,990356653,LOKAHI TREATMENT CENTERS,% JAMAL F WASAN,PO BOX 383401,WAIKOLOA,HI,96738-3401,0.0,3.0,3.0,1000.0,200111.0,1.0,15.0,0.0,1.0,1.0,202406.0,4.0,6.0,1.0,0.0,6.0,296713.0,1094403.0,1094403.0,F20,
LOTUS ISLAND OASIS,844989034,LOTUS ISLAND OASIS,% LIYSA SWART,PO BOX 87,HONAUNAU,HI,96726-0087,0.0,3.0,3.0,1250.0,202107.0,1.0,16.0,0.0,1.0,1.0,202403.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,F99,
LOUISE AND Y T LUM FOUNDATION,237115682,LOUISE AND Y T LUM FOUNDATION,,80 N KING ST,HONOLULU,HI,96817-5109,0.0,3.0,3.0,1000.0,197106.0,1.0,4.0,602000000.0,1.0,1.0,202412.0,6.0,4.0,0.0,1.0,12.0,2385097.0,228133.0,,,
LOVING SERVICE FOUNDATION,202875352,LOVING SERVICE FOUNDATION,% REUBEN LELAH,73-4340 HUEHUE ST,KAILUA KONA,HI,96740-8695,0.0,3.0,3.0,1000.0,200510.0,1.0,15.0,0.0,1.0,1.0,202212.0,6.0,4.0,1.0,0.0,12.0,3275196.0,248763.0,248763.0,F60,
LUANA ALOHA FOUNDATION OF HEALTH INC,990940023,LUANA ALOHA FOUNDATION OF HEALTH INC,,PO BOX 693,HANALEI,HI,96714-0693,0.0,3.0,3.0,1000.0,202409.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,E70,
LUCY K HENRIQUES TR,996002291,LUCY K HENRIQUES TR,% QUEENS HEALTH SYSTEM INC,1301 PUNCHBOWL ST,HONOLULU,HI,96813-2413,0.0,3.0,3.0,1000.0,194512.0,1.0,15.0,150000000.0,2.0,1.0,202309.0,6.0,4.0,1.0,0.0,9.0,2093843.0,181744.0,89085.0,,PAT R GILES CO TTEES
LUNALILO HOME,237367434,FRIENDS OF KOKO HEAD SCHOOL,% LAUREN COOPRET,189 LUNALILO HOME RD,HONOLULU,HI,96825-2004,0.0,3.0,3.0,1200.0,201805.0,1.0,15.0,35000000.0,5.0,1.0,202405.0,3.0,3.0,1.0,0.0,5.0,64636.0,53086.0,53026.0,B94,
LUNG DOO BENEVOLENT SOCIETY,990046888,LUNG DOO BENEVOLENT SOCIETY,,159 N HOTEL ST,HONOLULU,HI,96817-5004,0.0,4.0,3.0,1000.0,199712.0,2.0,0.0,119000000.0,1.0,1.0,202312.0,6.0,5.0,1.0,0.0,12.0,2457472.0,501787.0,306704.0,,
LUPUS AUTOIMMUNE AND VASCULITIS ALLIANCE OF OCEANIA,922584448,LUPUS AUTOIMMUNE AND VASCULITIS ALLIANCE OF OCEANIA,% GEORGE W BRANDT,3401 PALI HWY,HONOLULU,HI,96817-5233,0.0,3.0,3.0,2800.0,202304.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G01,
LYMPHACARE HAWAII,853552171,LYMPHACARE HAWAII,% LOUISE TANSWELL,PO BOX 6586,KANEOHE,HI,96744-9178,0.0,3.0,3.0,1000.0,202004.0,1.0,16.0,0.0,1.0,1.0,202404.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,G80,
MALAMA NA MAKUA A KEIKI,990293044,MALAMA NA MAKUA A KEIKI,% ALOHA HOUSE,200 IKE DR,MAKAWAO,HI,96768-9718,0.0,3.0,3.0,1000.0,199511.0,1.0,15.0,320000000.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,4539472.0,4803698.0,2512715.0,Z99Z,
MAUI A I D S FOUNDATION,990256926,MAUI A I D S FOUNDATION,,1935 MAIN ST STE 101,WAILUKU,HI,96793-1784,0.0,3.0,3.0,1000.0,199212.0,1.0,15.0,0.0,1.0,1.0,202406.0,5.0,6.0,1.0,0.0,6.0,862217.0,2062966.0,2062966.0,G81Z,
MAUI HEALTH FOUNDATION,990330698,MAUI HEALTH FOUNDATION,% MAUI MEMORIAL MEDICAL CTR FN,221 MAHALANI ST,WAILUKU,HI,96793-2526,0.0,3.0,3.0,1000.0,199701.0,1.0,15.0,151000000.0,1.0,1.0,202312.0,8.0,7.0,1.0,0.0,12.0,20626457.0,9938445.0,9084527.0,E11,
MAUI UNITED WAY,990086524,MAUI UNITED WAY INC,% JASON ECONOMOU,95 MAHALANI ST RM 24,WAILUKU,HI,96793-2521,0.0,3.0,3.0,1000.0,194510.0,1.0,15.0,600000000.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,26870882.0,35799837.0,35799837.0,T70Z,
MOA HAWAII,270290386,MOA HAWAII,,600 QUEEN STREET SUITE C-2,HONOLULU,HI,96813-5113,0.0,3.0,3.0,2000.0,201407.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,458424.0,291886.0,290628.0,E70,
MAIKA'I HEALTH CORPORATION,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKANA ALOHA FOUNDATION,208877756,MAKANA ALOHA FOUNDATION,% JAMI BURKS,42-102 KOOKU PL,KAILUA,HI,96734-5710,0.0,3.0,3.0,1000.0,200802.0,1.0,4.0,0.0,1.0,1.0,202403.0,7.0,6.0,0.0,1.0,3.0,5414815.0,1635910.0,,T22,
MAKANA O KE AKUA INC,510480712,MAKANA O KE AKUA INC,% JOHN L DUDOIT,PO BOX 700369,KAPOLEI,HI,96709-0369,0.0,3.0,3.0,1000.0,202003.0,1.0,16.0,0.0,1.0,1.0,202312.0,4.0,6.0,1.0,0.0,12.0,327170.0,1638687.0,1638687.0,F20,
MAKE LEMONADE PROJECT,862284195,MAKE LEMONADE PROJECT,% KELSEY M NISHI DARLING,3028 POLOHILANI PL,HONOLULU,HI,96817-1164,0.0,3.0,3.0,1000.0,202106.0,1.0,15.0,0.0,1.0,1.0,202312.0,3.0,4.0,1.0,0.0,12.0,83863.0,188198.0,186644.0,G30,
